date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:09:23	9894/9894	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268c8ced3-26a6%22	https://simplify-living.ch/wp-content/plugins/translatepress-multilingual/assets/js/trp-frontend-language-switcher.js?ver=2.10.5	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/translatepress-multilingual/assets/js/trp-frontend-language-switcher4d48.js	(from https://simplify-living.ch/)
22:09:23	15073/15073	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268e32fdf-3ae1%22	https://simplify-living.ch/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.32.4	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min4a4c.js	(from https://simplify-living.ch/)
22:09:23	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654b2791-15601%22	https://simplify-living.ch/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-includes/js/jquery/jquery.minf43b.js	(from https://simplify-living.ch/)
22:09:23	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d32064-3509%22	https://simplify-living.ch/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://simplify-living.ch/)
22:09:24	14534/14534	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265684ad6-38c6%22	https://simplify-living.ch/wp-content/plugins/beaf-before-and-after-gallery/assets/js/jquery.event.move.js	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/beaf-before-and-after-gallery/assets/js/jquery.event.move.js	(from https://simplify-living.ch/)
22:09:24	14867/14867	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265684ad6-3a13%22	https://simplify-living.ch/wp-content/plugins/beaf-before-and-after-gallery/assets/js/jquery.twentytwenty.js?ver=1760299758	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/beaf-before-and-after-gallery/assets/js/jquery.twentytwenty16c4.js	(from https://simplify-living.ch/)
22:09:27	64790/64790	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Oct%202025%2020:09:31%20GMT	https://simplify-living.ch/wp-json/wp/v2/pages/1316	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-json/wp/v2/pages/1316.json	(from https://simplify-living.ch/)
22:09:27	275544/275544	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Oct%202025%2020:09:31%20GMT	https://simplify-living.ch/wp-json/	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-json/index.html	(from https://simplify-living.ch/)
22:09:28	822/822	---MCZ	200	added ('OK')	text/xml	date:Sun,%2012%20Oct%202025%2020:09:32%20GMT	https://simplify-living.ch/xmlrpc.php?rsd	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/xmlrpc0db0.php	(from https://simplify-living.ch/)
22:09:29	2044/2044	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Oct%202025%2020:09:33%20GMT	https://simplify-living.ch/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsimplify-living.ch%2F	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-json/oembed/1.0/embedb87d.json	(from https://simplify-living.ch/)
22:09:30	2206/2206	---MCZ	200	added ('OK')	text/xml	date:Sun,%2012%20Oct%202025%2020:09:34%20GMT	https://simplify-living.ch/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsimplify-living.ch%2F&format=xml	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-json/oembed/1.0/embed7632	(from https://simplify-living.ch/)
22:09:30	1205/1205	---M--	200	added ('OK')	image/png	etag:%22651299be-4b5%22	https://simplify-living.ch/wp-content/uploads/2023/09/cropped-cropped-cropped-SL_logo_bt-1-32x32.png	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/09/cropped-cropped-cropped-SL_logo_bt-1-32x32.png	(from https://simplify-living.ch/)
22:09:30	13839/13839	---M--	200	added ('OK')	image/png	etag:%22651299be-360f%22	https://simplify-living.ch/wp-content/uploads/2023/09/cropped-cropped-cropped-SL_logo_bt-1-192x192.png	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/09/cropped-cropped-cropped-SL_logo_bt-1-192x192.png	(from https://simplify-living.ch/)
22:09:30	12463/12463	---M--	200	added ('OK')	image/png	etag:%22651299be-30af%22	https://simplify-living.ch/wp-content/uploads/2023/09/cropped-cropped-cropped-SL_logo_bt-1-180x180.png	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/09/cropped-cropped-cropped-SL_logo_bt-1-180x180.png	(from https://simplify-living.ch/)
22:09:31	2912/2912	---M--	200	added ('OK')	image/png	etag:%2268da5f6a-b60%22	https://simplify-living.ch/wp-content/uploads/2023/09/cropped-cropped-cropped-cropped-SL_logo_bt-1-72x72.png	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/09/cropped-cropped-cropped-cropped-SL_logo_bt-1-72x72.png	(from https://simplify-living.ch/)
22:09:31	48226/48226	---M--	200	added ('OK')	image/jpeg	etag:%22645b07ed-bc62%22	https://simplify-living.ch/wp-content/uploads/2023/05/0-Portrait-4_edited-300x300.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/05/0-Portrait-4_edited-300x300.jpg	(from https://simplify-living.ch/)
22:09:31	9774/9774	---M--	200	added ('OK')	image/png	etag:%2268dbd19a-262e%22	https://simplify-living.ch/wp-content/uploads/2025/09/Bronze-Consultant-1024x292.png	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2025/09/Bronze-Consultant-1024x292.png	(from https://simplify-living.ch/)
22:09:33	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:09:36%20GMT	http://simplify-living.ch/about	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/about.2d.delayed	(from https://simplify-living.ch/)
22:09:34	208531/208531	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2020:09:38%20GMT	https://simplify-living.ch/en/	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/en/index.html	(from https://simplify-living.ch/)
22:09:37	145634/145634	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2020:09:41%20GMT	https://simplify-living.ch/about/	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/about/index.html	(from https://simplify-living.ch/)
22:09:37	157941/157941	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2020:09:41%20GMT	https://simplify-living.ch/method/	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/method/index.html	(from https://simplify-living.ch/)
22:09:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:09:43%20GMT	https://simplify-living.ch/about	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/about	(from https://simplify-living.ch/)
22:09:39	184448/184448	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2020:09:43%20GMT	https://simplify-living.ch/services/	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/services/index.html	(from https://simplify-living.ch/)
22:09:39	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:09:43%20GMT	http://simplify-living.ch/method	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/method.30.delayed	(from https://simplify-living.ch/)
22:09:39	44968/44968	---M--	200	added ('OK')	image/webp	etag:%22645e4084-afa8%22	https://simplify-living.ch/wp-content/uploads/2023/05/km-meditate-1024x768.webp	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/05/km-meditate-1024x768.webp	(from https://simplify-living.ch/)
22:09:41	159557/159557	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2020:09:45%20GMT	https://simplify-living.ch/gallery/	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/gallery/index.html	(from https://simplify-living.ch/)
22:09:42	150410/150410	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2020:09:46%20GMT	https://simplify-living.ch/contact/	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/contact/index.html	(from https://simplify-living.ch/)
22:09:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:09:46%20GMT	https://simplify-living.ch/method	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/method	(from https://simplify-living.ch/)
22:09:42	12569/12569	---M--	200	added ('OK')	image/jpeg	etag:%22645c32df-3119%22	https://simplify-living.ch/wp-content/uploads/2023/05/amanda-vick-zw_oaDbfzyE-unsplash-200x300.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/05/amanda-vick-zw_oaDbfzyE-unsplash-200x300.jpg	(from https://simplify-living.ch/)
22:09:43	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:09:47%20GMT	http://simplify-living.ch/services	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/services	(from https://simplify-living.ch/)
22:09:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:09:49%20GMT	https://simplify-living.ch/services	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/services	(from https://simplify-living.ch/)
22:09:44	13057/13057	---M--	200	added ('OK')	image/jpeg	etag:%22645d8e15-3301%22	https://simplify-living.ch/wp-content/uploads/2023/05/alexander-grey-tn57JI3CewI-unsplash1-200x300.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/05/alexander-grey-tn57JI3CewI-unsplash1-200x300.jpg	(from https://simplify-living.ch/)
22:09:44	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:09:49%20GMT	http://simplify-living.ch/services	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/services	(from https://simplify-living.ch/)
22:09:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:09:50%20GMT	https://simplify-living.ch/services	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/services	(from https://simplify-living.ch/)
22:09:46	13460/13460	---M--	200	added ('OK')	image/jpeg	etag:%22645c3418-3494%22	https://simplify-living.ch/wp-content/uploads/2023/05/johny-goerend-qm2rUzrP64U-unsplash-200x300.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/05/johny-goerend-qm2rUzrP64U-unsplash-200x300.jpg	(from https://simplify-living.ch/)
22:09:46	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:09:50%20GMT	http://simplify-living.ch/services	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/services	(from https://simplify-living.ch/)
22:09:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:09:52%20GMT	https://simplify-living.ch/services	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/services	(from https://simplify-living.ch/)
22:09:47	12116/12116	---M--	200	added ('OK')	image/jpeg	etag:%2264811419-2f54%22	https://simplify-living.ch/wp-content/uploads/2023/06/paul-hanaoka-Dl6H4_nzBpE-unsplash-200x300.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/06/paul-hanaoka-Dl6H4_nzBpE-unsplash-200x300.jpg	(from https://simplify-living.ch/)
22:09:48	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:09:52%20GMT	http://simplify-living.ch/services	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/services	(from https://simplify-living.ch/)
22:09:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:09:53%20GMT	https://simplify-living.ch/services	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/services	(from https://simplify-living.ch/)
22:09:49	654072/654072	---M--	200	added ('OK')	image/jpeg	etag:%2265686102-9faf8%22	https://simplify-living.ch/wp-content/uploads/2023/11/Vorher-HF-scaled.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/11/Vorher-HF-scaled.jpg	(from https://simplify-living.ch/)
22:09:50	442583/442583	---M--	200	added ('OK')	image/jpeg	etag:%2264611a0d-6c0d7%22	https://simplify-living.ch/wp-content/uploads/2023/05/Kueche-4.jpeg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/05/Kueche-4.jpg	(from https://simplify-living.ch/)
22:09:50	1101284/1101284	---M--	200	added ('OK')	image/jpeg	etag:%22646119e6-10cde4%22	https://simplify-living.ch/wp-content/uploads/2023/05/Kueche-3.jpeg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/05/Kueche-3.jpg	(from https://simplify-living.ch/)
22:09:50	641834/641834	---M--	200	added ('OK')	image/jpeg	etag:%22651fdada-9cb2a%22	https://simplify-living.ch/wp-content/uploads/2023/10/Nachher-scaled.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/10/Nachher-scaled.jpg	(from https://simplify-living.ch/)
22:09:50	491520/491520	---M--	200	added ('OK')	image/jpeg	etag:%226538f520-78000%22	https://simplify-living.ch/wp-content/uploads/2023/10/1698231263456-scaled.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/10/1698231263456-scaled.jpg	(from https://simplify-living.ch/)
22:09:50	379005/379005	---M--	200	added ('OK')	image/jpeg	etag:%226538f4ef-5c87d%22	https://simplify-living.ch/wp-content/uploads/2023/10/1698231263403-scaled.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/10/1698231263403-scaled.jpg	(from https://simplify-living.ch/)
22:09:51	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:09:55%20GMT	http://simplify-living.ch/gallery	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/gallery.44.delayed	(from https://simplify-living.ch/)
22:09:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:09:57%20GMT	https://simplify-living.ch/gallery	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/gallery	(from https://simplify-living.ch/)
22:09:52	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:09:57%20GMT	http://simplify-living.ch/contact	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/contact	(from https://simplify-living.ch/)
22:09:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:09:58%20GMT	https://simplify-living.ch/contact	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/contact	(from https://simplify-living.ch/)
22:09:54	33514/33514	---M--	200	added ('OK')	image/jpeg	etag:%22645af895-82ea%22	https://simplify-living.ch/wp-content/uploads/2023/05/Mirj-150x150.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/05/Mirj-150x150.jpg	(from https://simplify-living.ch/)
22:09:54	8806/8806	---M--	200	added ('OK')	image/jpeg	etag:%2267d323af-2266%22	https://simplify-living.ch/wp-content/uploads/2025/03/Portrait-Karin-scaled-e1741890479995-150x150.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2025/03/Portrait-Karin-scaled-e1741890479995-150x150.jpg	(from https://simplify-living.ch/)
